document_id,ticker,report_date,entry_date,entry_close,ret_overnight,ret_1d,ret_3d,ret_5d,ret_10d,excess_overnight,excess_1d,excess_3d,excess_5d,excess_10d,run_id,excess_spy_aligned,timing_excluded
UBER_FQ1_2026,UBER,2026-05-06,2026-05-05,72.95,0.061823,0.085264,0.03427,0.046744,0.015627,0.060161,0.08833,0.026816,0.035189,0.005516,20260820_020202,1,NO
UBER_FQ2_2025,UBER,2025-08-06,2025-08-05,89.39,0.017452,-0.001902,0.001902,0.026177,0.066339,0.011984,-0.001064,-0.00306,0.00704,0.057915,20260820_020202,1,NO
UBER_FQ4_2025,UBER,2026-02-04,2026-02-03,77.93,-0.029578,-0.051456,-0.040549,-0.056846,-0.066213,-0.021927,-0.038967,-0.051858,-0.065255,-0.063721,20260820_020202,1,NO
WMT_FQ1_2025,WMT,2025-05-15,2025-05-14,96.83,-0.026128,-0.004957,0.013322,-0.004131,0.002788,-0.027466,-0.011291,0.009275,0.008351,0.004601,20260820_020202,1,NO
WMT_FQ1_2026,WMT,2026-05-21,2026-05-20,130.85,-0.049217,-0.072679,-0.093848,-0.091326,-0.100191,-0.053956,-0.07661,-0.104269,-0.109852,-0.09323,20260820_020202,1,NO
WMT_FQ2_2025,WMT,2025-08-21,2025-08-20,102.57,-0.030808,-0.044945,-0.063371,-0.063274,-0.015989,-0.034286,-0.060302,-0.078492,-0.084311,-0.034383,20260820_020202,1,NO
WMT_FQ3_2025,WMT,2025-11-20,2025-11-19,100.61,0.033098,0.064606,0.034291,0.084385,0.141437,0.029236,0.054645,-0.000175,0.037092,0.09062,20260820_020202,1,NO
WMT_FQ4_2025,WMT,2026-02-19,2026-02-18,126.62,0.014848,-0.013821,-0.006397,-0.006871,0.009398,0.018003,-0.021053,-0.01059,-0.013913,0.014029,20260820_020202,1,NO
BAC_FQ1_2025,BAC,2025-04-15,2025-04-14,36.67,0.030815,0.035997,0.02018,0.044996,0.090537,0.041846,0.058225,0.06432,0.04907,0.059046,20260820_020202,1,NO
BAC_FQ2_2025,BAC,2025-07-16,2025-07-15,46.15,0.002167,-0.0026,0.025352,0.035103,0.039003,0.001878,-0.00872,0.018063,0.019099,0.022599,20260820_020202,1,NO
BAC_FQ3_2025,BAC,2025-10-15,2025-10-14,50.09,0.029547,0.043721,0.023757,0.028549,0.0555,0.027066,0.050532,0.014542,0.024595,0.022095,20260820_020202,1,NO
BAC_FQ4_2025,BAC,2026-01-14,2026-01-13,54.54,-0.030436,-0.03777,-0.028786,-0.045288,-0.050055,-0.036535,-0.040494,-0.010274,-0.043289,-0.055386,20260820_020202,1,NO
BA_FQ1_2025,BA,2025-04-23,2025-04-22,162.52,0.070637,0.060608,0.094942,0.119862,0.144228,0.068209,0.039559,0.066124,0.084152,0.096173,20260820_020202,1,NO
BA_FQ2_2025,BA,2025-07-29,2025-07-28,236.41,0.01307,-0.043695,-0.06163,-0.059515,-0.044203,0.012032,-0.042436,-0.040316,-0.04804,-0.055899,20260820_020202,1,NO
BA_FQ3_2025,BA,2025-10-29,2025-10-28,223.33,-0.008821,-0.043657,-0.099897,-0.113196,-0.125912,-0.003744,-0.032659,-0.094005,-0.098924,-0.120079,20260820_020202,1,NO
BA_FQ4_2025,BA,2026-01-27,2026-01-26,248.43,-0.02387,-0.015578,-0.057924,-0.06203,-0.014974,-0.026113,-0.015477,-0.052863,-0.05346,-0.010128,20260820_020202,1,NO
DIS_FQ1_2025,DIS,2025-02-05,2025-02-04,113.3,0.021183,-0.02436,-0.021536,-0.037776,-0.017211,0.018253,-0.027836,-0.022578,-0.036353,-0.027406,20260820_020202,1,NO
DIS_FQ3_2025,DIS,2025-08-06,2025-08-05,118.32,-0.021467,-0.026623,-0.04978,-0.038878,-0.017326,-0.026935,-0.025785,-0.054742,-0.058015,-0.025749,20260820_020202,1,NO
DIS_FQ4_2025,DIS,2025-11-13,2025-11-12,116.65,-0.066524,-0.077497,-0.093956,-0.1027,-0.11333,-0.056614,-0.077333,-0.07616,-0.073669,-0.130219,20260820_020202,1,NO
JPM_FQ1_2025,JPM,2025-04-11,2025-04-10,227.11,-0.003523,0.040025,0.026507,0.021355,0.072388,-0.022457,0.030323,0.042014,0.058925,0.040718,20260820_020202,1,NO
JPM_FQ1_2026,JPM,2026-04-14,2026-04-13,313.68,-0.012305,-0.008161,-0.011891,0.010552,-0.006535,-0.013457,-0.016052,-0.03447,-0.0033,-0.031346,20260820_020202,1,NO
JPM_FQ2_2025,JPM,2025-07-15,2025-07-14,288.7,-0.002425,-0.007447,0.004157,0.007863,0.033183,-0.004996,-0.01079,-0.004588,-0.002939,0.012095,20260820_020202,1,NO
JPM_FQ3_2025,JPM,2025-10-14,2025-10-13,307.97,-0.006916,-0.019125,-0.03062,-0.018216,-0.012404,-0.013847,-0.023565,-0.033882,-0.031897,-0.049898,20260820_020202,1,NO
JPM_FQ4_2025,JPM,2026-01-13,2026-01-12,324.49,-0.000586,-0.041881,-0.046935,-0.067028,-0.074517,0.003407,-0.036966,-0.043894,-0.054964,-0.076895,20260820_020202,1,NO
NFLX_FQ1_2025,NFLX,2025-04-17,2025-04-17,97.303,0.011685,0.015292,0.078682,0.132062,0.188545,0.021658,0.039095,0.061566,0.086033,0.111894,20260820_020202,1,NO
NFLX_FQ1_2026,NFLX,2026-04-16,2026-04-16,107.79,-0.105947,-0.097226,-0.141108,-0.138881,-0.131552,-0.112332,-0.109312,-0.144557,-0.148558,-0.15578,20260820_020202,1,NO
NFLX_FQ2_2025,NFLX,2025-07-17,2025-07-17,127.417,-0.025279,-0.050959,-0.065996,-0.07331,-0.090074,-0.027285,-0.050226,-0.067302,-0.083469,-0.096507,20260820_020202,1,NO
NFLX_FQ3_2025,NFLX,2025-10-21,2025-10-21,124.135,-0.079309,-0.100681,-0.118146,-0.111854,-0.119539,-0.080367,-0.095482,-0.127024,-0.135346,-0.125423,20260820_020202,1,NO
NFLX_FQ4_2024,NFLX,2025-01-21,2025-01-21,86.968,0.147583,0.096944,0.12408,0.117457,0.143949,0.142824,0.091322,0.115922,0.115019,0.146055,20260820_020202,1,NO
NFLX_FQ4_2025,NFLX,2026-01-20,2026-01-20,87.26,-0.05432,-0.021774,-0.013064,-0.019253,-0.083887,-0.057375,-0.033315,-0.030258,-0.045685,-0.101524,20260820_020202,1,NO
TGT_FQ1_2025,TGT,2025-05-21,2025-05-20,98.12,-0.067468,-0.052079,-0.039034,-0.022218,-0.042601,-0.067125,-0.052474,-0.053257,-0.034553,-0.060084,20260820_020202,1,NO
TGT_FQ1_2026,TGT,2026-05-20,2026-05-19,127.24,-0.05525,-0.038588,-0.012889,0.008567,-0.019176,-0.051729,-0.040572,-0.025489,-0.009444,-0.040546,20260820_020202,1,NO
TGT_FQ2_2025,TGT,2025-08-20,2025-08-19,105.36,-0.103929,-0.063307,-0.058087,-0.087794,-0.123481,-0.101062,-0.059295,-0.064919,-0.101146,-0.140736,20260820_020202,1,NO
TGT_FQ3_2025,TGT,2025-11-19,2025-11-18,88.53,-0.023834,-0.027674,-0.010279,-0.022026,0.026996,-0.039348,-0.012432,-0.019485,-0.047757,-0.005842,20260820_020202,1,NO
BCS_FQ1_2026,BCS,2026-04-28,2026-04-27,23.09,-0.007362,-0.003898,0.013859,-0.010394,0.003465,-0.006393,-0.003743,0.001269,-0.027368,-0.033757,20260820_020202,1,NO
BCS_FQ2_2025,BCS,2025-07-29,2025-07-28,19.41,0.021123,0.032973,0.010819,-0.004637,0.032973,0.020084,0.034232,0.032133,0.006839,0.021277,20260820_020202,1,NO
BCS_FQ3_2025,BCS,2025-10-22,2025-10-21,19.49,0.050282,0.044125,0.061057,0.106721,0.08312,0.049803,0.038195,0.034941,0.077386,0.068474,20260820_020202,1,NO
F_FQ1_2026,F,2026-04-29,2026-04-29,12.24,-0.056373,-0.013072,-0.060457,-0.005719,0.10866,-0.060659,-0.023022,-0.069494,-0.036987,0.065475,20260820_020202,1,NO
F_FQ2_2025,F,2025-07-30,2025-07-30,10.87,-0.0092,0.018399,0.00736,0.031279,0.052438,-0.01708,0.02215,0.012545,0.033927,0.035999,20260820_020202,1,NO
F_FQ4_2025,F,2026-02-10,2026-02-10,13.57,0.003685,0.020634,0.040531,0.020634,0.063375,-0.002485,0.020865,0.055514,0.029057,0.061887,20260820_020202,1,NO
MSFT_FQ1_2025,MSFT,2024-10-30,2024-10-30,432.53,-0.039697,-0.060528,-0.055649,-0.028553,-0.016947,-0.032024,-0.040924,-0.038063,-0.04757,-0.046567,20260820_020202,1,NO
MSFT_FQ1_2026,MSFT,2025-10-29,2025-10-29,541.55,-0.020441,-0.029157,-0.045277,-0.063503,-0.056154,-0.015364,-0.018159,-0.039386,-0.049232,-0.05032,20260820_020202,1,NO
MSFT_FQ2_2025,MSFT,2025-01-29,2025-01-29,442.33,-0.053263,-0.061809,-0.07101,-0.065652,-0.075261,-0.056836,-0.067176,-0.064297,-0.069657,-0.077836,20260820_020202,1,NO
PFE_FQ1_2025,PFE,2025-04-29,2025-04-28,23.05,-0.009544,0.032104,0.038178,0.035575,0.001735,0.002633,0.031707,0.015736,0.027493,-0.056931,20260820_020202,1,NO
PFE_FQ1_2026,PFE,2026-05-05,2026-05-04,26.3,0.011027,0.005703,0.006844,-0.018631,-0.036882,0.004961,-0.008196,-0.012292,-0.038541,-0.050643,20260820_020202,1,NO
PFE_FQ2_2025,PFE,2025-08-05,2025-08-04,23.53,0.031449,0.051849,0.029749,0.044624,0.065448,0.029729,0.044189,0.015083,0.021183,0.046594,20260820_020202,1,NO
PFE_FQ4_2025,PFE,2026-02-03,2026-02-02,26.66,-0.048762,-0.033383,-0.006377,0.014629,0.026632,-0.049951,-0.028539,-0.007957,0.010873,0.031331,20260820_020202,1,NO
UAL_FQ1_2025,UAL,2025-04-15,2025-04-15,67.0,0.039403,-0.000149,-0.025373,0.015373,0.027164,0.050433,0.022079,0.018767,0.019447,-0.004327,20260820_020202,1,NO
UAL_FQ2_2025,UAL,2025-07-16,2025-07-16,88.47,0.038657,0.031084,0.043857,0.022154,0.020007,0.038369,0.024964,0.036567,0.00615,0.003602,20260820_020202,1,NO
UAL_FQ3_2025,UAL,2025-10-15,2025-10-15,104.05,-0.010668,-0.056319,-0.026526,-0.074772,-0.078039,-0.013149,-0.049509,-0.035741,-0.078726,-0.111444,20260820_020202,1,NO
UAL_FQ4_2025,UAL,2026-01-20,2026-01-20,108.57,0.031132,0.022013,-0.007645,-0.041724,0.021092,0.028077,0.010472,-0.024838,-0.068156,0.003456,20260820_020202,1,NO
PEP_FQ1_2023,PEP,2023-04-25,2023-04-24,185.5,0.005714,0.022695,0.022588,0.033315,0.042318,0.004138,0.026931,-0.001669,0.021593,0.030375,20260820_020202,1,NO
PEP_FQ1_2024,PEP,2024-04-23,2024-04-22,176.46,-0.009974,-0.029695,0.001247,-0.001813,-0.003627,-0.011774,-0.029221,-0.003915,0.005444,-0.02635,20260820_020202,1,NO
PEP_FQ1_2025,PEP,2025-04-24,2025-04-23,142.26,-0.005694,-0.048854,-0.05975,-0.046956,-0.072684,-0.005621,-0.05608,-0.073706,-0.068504,-0.106286,20260820_020202,1,NO
PEP_FQ1_2026,PEP,2026-04-16,2026-04-15,154.85,0.004456,0.022796,0.01382,-0.006845,0.002841,-0.001929,0.010711,0.010371,-0.016523,-0.021387,20260820_020202,1,NO
PEP_FQ2_2023,PEP,2023-07-13,2023-07-12,183.17,0.014358,0.023803,0.01343,0.01687,0.046023,0.012312,0.024426,0.003131,0.011042,0.039505,20260820_020202,1,NO
PEP_FQ2_2024,PEP,2024-07-11,2024-07-10,163.59,-0.027447,0.002201,0.00165,0.038511,0.027997,-0.029513,-0.004107,-0.013408,0.045376,0.060469,20260820_020202,1,NO
PEP_FQ2_2025,PEP,2025-07-17,2025-07-16,135.35,0.046915,0.074547,0.046915,0.076173,0.055486,0.044909,0.07528,0.04561,0.066014,0.049053,20260820_020202,1,NO
PEP_FQ2_2026,PEP,2026-07-09,2026-07-08,142.51,-0.038032,-0.032629,-0.028208,-0.049891,-0.048137,-0.038485,-0.036939,-0.028368,-0.048574,-0.030138,20260820_020202,1,NO
PEP_FQ3_2023,PEP,2023-10-10,2023-10-09,161.36,0.01791,0.01884,-0.020327,-0.001735,-0.007933,0.015379,0.014744,-0.013331,-0.005141,0.017174,20260820_020202,1,NO
PEP_FQ3_2024,PEP,2024-10-08,2024-10-07,167.21,0.00305,0.019197,0.034567,0.053167,0.046648,0.003067,0.012271,0.023384,0.041634,0.028939,20260820_020202,1,NO
PEP_FQ3_2025,PEP,2025-10-09,2025-10-08,138.84,0.011668,0.042279,0.072386,0.088735,0.102204,0.010223,0.069307,0.085691,0.10441,0.10131,20260820_020202,1,NO
PEP_FQ4_2023,PEP,2024-02-09,2024-02-08,173.85,-0.015243,-0.035548,-0.028588,-0.034455,-0.024446,-0.015183,-0.035109,-0.02334,-0.031083,-0.034003,20260820_020202,1,NO
PEP_FQ4_2024,PEP,2025-02-04,2025-02-03,150.27,-0.02775,-0.045119,-0.032741,-0.039396,-0.041059,-0.025856,-0.049173,-0.031063,-0.045262,-0.059588,20260820_020202,1,NO
PEP_FQ4_2025,PEP,2026-02-03,2026-02-02,155.2,0.009021,0.049291,0.079446,0.072616,0.043299,0.007832,0.054135,0.077865,0.06886,0.047998,20260820_020202,1,NO
FDX_FQ1_2026,FDX,2025-09-18,2025-09-18,182.5141,0.007947,0.023179,0.031788,0.043797,0.069845,0.007841,0.021004,0.030354,0.050154,0.059336,20260820_020202,1,NO
FDX_FQ2_2026,FDX,2025-12-18,2025-12-18,231.3618,-0.052452,0.005782,0.028176,0.032077,0.036013,-0.052629,-0.000309,0.011191,0.011618,0.019382,20260820_020202,1,NO
FDX_FQ3_2026,FDX,2026-03-19,2026-03-19,286.9541,0.069389,0.007694,0.010811,-0.018421,0.015501,0.074375,0.024714,0.020845,0.003873,0.021518,20260820_020202,1,NO
FDX_FQ4_2026,FDX,2026-06-23,2026-06-23,317.24,-0.007786,-0.001292,0.004066,-0.012955,-0.023578,-0.009953,-0.000829,0.010323,-0.030936,-0.039691,20260820_020202,1,NO
LMT_FQ1_2025,LMT,2025-04-22,2025-04-21,458.33,-0.000611,0.008182,0.018502,0.039186,0.028866,-0.025609,-0.007314,-0.02586,-0.012156,-0.030973,20260820_020202,1,NO
LMT_FQ2_2025,LMT,2025-07-22,2025-07-21,460.53,-0.082036,-0.108115,-0.086813,-0.085098,-0.079973,-0.086313,-0.116622,-0.099916,-0.095275,-0.078558,20260820_020202,1,NO
LMT_FQ3_2025,LMT,2025-10-21,2025-10-20,505.9,-0.045839,-0.032417,-0.035284,-0.037537,-0.035501,-0.046897,-0.027219,-0.044162,-0.061029,-0.041385,20260820_020202,1,NO
LMT_FQ4_2025,LMT,2026-01-29,2026-01-28,597.27,0.020041,0.042259,0.064845,0.009192,0.052623,0.023283,0.045241,0.071343,0.03285,0.071022,20260820_020202,1,NO
NVO_FQ1_2025,NVO,2025-05-07,2025-05-06,66.29,0.046161,0.019007,-0.007844,-0.013426,0.028813,0.038872,0.01204,-0.046764,-0.060543,-0.009876,20260820_020202,1,NO
NVO_FQ2_2025,NVO,2025-08-06,2025-08-05,47.22,-0.026472,-0.038967,0.081745,0.054214,0.160102,-0.03194,-0.038129,0.076783,0.035077,0.151679,20260820_020202,1,NO
NVO_FQ3_2025,NVO,2025-11-05,2025-11-04,48.25,-0.026321,0.004352,-0.053264,0.018653,-0.014508,-0.024683,0.015082,-0.058961,0.010093,0.007556,20260820_020202,1,NO
NVO_FQ4_2025,NVO,2026-02-03,2026-02-02,58.93,-0.009842,-0.146445,-0.264551,-0.162226,-0.162226,-0.011031,-0.141601,-0.266132,-0.165983,-0.157527,20260820_020202,1,NO
HLT_FQ1_2025,HLT,2025-04-29,2025-04-28,221.6,0.013538,0.021706,0.056363,0.078339,0.139079,0.025715,0.021309,0.033921,0.070257,0.080413,20260820_020202,1,NO
HLT_FQ1_2026,HLT,2026-04-28,2026-04-27,332.45,-0.027162,-0.027343,-0.025207,-0.063378,-0.050895,-0.026192,-0.027188,-0.037797,-0.080352,-0.088116,20260820_020202,1,NO
HLT_FQ2_2025,HLT,2025-07-23,2025-07-22,273.84,-0.032647,-0.025526,-0.000694,-0.002848,-0.049993,-0.033262,-0.025857,-0.004998,-0.003243,-0.047738,20260820_020202,1,NO
HLT_FQ3_2024,HLT,2024-10-23,2024-10-22,238.13,-0.002646,-0.019443,-0.008483,0.004283,-0.010415,-0.006089,-0.021606,-0.013396,0.000788,-0.032993,20260820_020202,1,NO
HLT_FQ4_2025,HLT,2026-02-11,2026-02-10,323.7,-0.005993,0.004418,-0.028051,-0.024158,-0.031974,-0.009288,0.019867,-0.014885,-0.013348,-0.02813,20260820_020202,1,NO
MC.PA_FQ2_2025,MC.PA,2025-07-24,2025-07-24,470.25,-0.011271,0.039234,0.009676,0.004466,-0.019458,-0.012327,0.03501,0.008352,0.008154,-0.016037,20260820_020202,0,NO
MC.PA_FQ4_2025,MC.PA,2026-01-27,2026-01-27,589.3,-0.056508,-0.078907,-0.07195,-0.102325,-0.087561,-0.058751,-0.078807,-0.066889,-0.093755,-0.082716,20260820_020202,0,NO
MAR_FQ1_2026,MAR,2026-05-06,2026-05-05,354.52,0.026374,0.012806,-0.00378,-0.012101,0.011762,0.024711,0.015872,-0.011234,-0.023657,0.001651,20260820_020202,1,NO
MAR_FQ2_2025,MAR,2025-08-05,2025-08-04,259.13,0.000695,0.002277,0.005634,-0.004477,0.027515,-0.001025,-0.005383,-0.009032,-0.027917,0.008661,20260820_020202,1,NO
MAR_FQ3_2025,MAR,2025-11-04,2025-11-03,263.89,0.001933,0.031642,0.065368,0.100724,0.072,0.002318,0.028176,0.071692,0.089232,0.094451,20260820_020202,1,NO
MAR_FQ4_2025,MAR,2026-02-10,2026-02-09,331.21,0.05646,0.084961,0.072069,0.086743,0.03605,0.05029,0.085192,0.087052,0.095166,0.034561,20260820_020202,1,NO
ALV.DE_FQ1_2025,ALV.DE,2025-05-15,2025-05-15,348.2,0.000862,0.008616,-0.001149,0.007754,-0.001436,-0.000476,0.002282,-0.005196,0.020236,0.000376,20260820_020202,0,YES
GOOGL_FQ1_2026,GOOGL,2026-04-29,2026-04-29,349.94,0.068955,0.099617,0.095188,0.137452,0.15054,0.064668,0.089667,0.086152,0.106184,0.107355,20260820_020202,1,NO
GOOGL_FQ3_2025,GOOGL,2025-10-29,2025-10-29,274.57,0.061988,0.025167,0.033325,0.035474,0.044215,0.067065,0.036165,0.039217,0.049745,0.050048,20260820_020202,1,NO
GOOGL_FQ4_2025,GOOGL,2026-02-04,2026-02-04,333.04,-0.062515,-0.005375,-0.026183,-0.066298,-0.09065,-0.054864,0.007115,-0.037492,-0.074707,-0.088158,20260820_020202,1,NO
BKNG_FQ2_2025,BKNG,2025-07-29,2025-07-29,223.6308,-0.018024,0.00396,-0.036575,-0.023773,-0.023115,-0.019063,0.005219,-0.01526,-0.012297,-0.034811,20260820_020202,1,NO
BKNG_FQ3_2025,BKNG,2025-10-28,2025-10-28,204.8228,0.015514,-0.008731,-0.008364,-0.025155,-0.013655,0.013098,-0.009212,-0.001087,-0.007952,-0.007745,20260820_020202,1,NO
BKNG_FQ4_2025,BKNG,2026-02-18,2026-02-18,170.7996,-0.042417,-0.061485,-0.09348,-0.025056,-0.003843,-0.038847,-0.058848,-0.087798,-0.035052,-0.002153,20260820_020202,1,NO
AVGO_FQ1_2026,AVGO,2026-03-04,2026-03-04,317.53,0.039839,0.047995,0.088873,0.075709,-0.005039,0.04429,0.053571,0.098886,0.088554,0.029553,20260820_020202,1,NO
AVGO_FQ3_2025,AVGO,2025-09-04,2025-09-04,306.1,0.1623,0.094054,0.099869,0.174877,0.128226,0.158664,0.09695,0.098005,0.161767,0.107983,20260820_020202,1,NO
AVGO_FQ4_2025,AVGO,2025-12-11,2025-12-11,406.37,-0.06499,-0.11428,-0.160125,-0.188227,-0.133474,-0.063539,-0.103528,-0.14518,-0.169799,-0.135129,20260820_020202,1,NO
CAT_FQ2_2025,CAT,2025-08-05,2025-08-04,433.7,-0.01395,0.001222,-0.038229,-0.058012,-0.048559,-0.01567,-0.006438,-0.052896,-0.081453,-0.067413,20260820_020202,1,NO
CAT_FQ3_2025,CAT,2025-10-29,2025-10-28,524.47,0.064274,0.116346,0.100654,0.044064,0.082865,0.069352,0.127344,0.106546,0.058335,0.088698,20260820_020202,1,NO
CAT_FQ4_2025,CAT,2026-01-29,2026-01-28,643.28,0.018483,0.034137,0.074042,0.075457,0.204763,0.021725,0.03712,0.08054,0.099116,0.223162,20260820_020202,1,NO
CMG_FQ1_2025,CMG,2025-04-23,2025-04-23,48.76,0.009024,0.015997,0.043889,0.036095,0.059065,0.006596,-0.005052,0.01507,0.000385,0.011009,20260820_020202,1,NO
CMG_FQ2_2025,CMG,2025-07-23,2025-07-23,52.78,-0.124668,-0.133384,-0.150057,-0.170898,-0.191171,-0.125283,-0.133715,-0.154361,-0.171292,-0.188916,20260820_020202,1,NO
CMG_FQ3_2025,CMG,2025-10-29,2025-10-29,39.76,-0.213531,-0.181841,-0.207495,-0.195926,-0.212274,-0.208454,-0.170843,-0.201603,-0.181654,-0.20644,20260820_020202,1,NO
CMG_FQ4_2025,CMG,2026-02-03,2026-02-03,39.17,-0.037018,0.019403,0.005617,-0.018637,-0.011488,-0.038207,0.024247,0.004036,-0.022393,-0.006789,20260820_020202,1,NO
CMCSA_FQ1_2025,CMCSA,2025-04-24,2025-04-23,32.3055,-0.072237,-0.037134,-0.020308,-0.007833,-0.002321,-0.072164,-0.044359,-0.034264,-0.029381,-0.035923,20260820_020202,1,NO
CMCSA_FQ1_2026,CMCSA,2026-04-23,2026-04-22,29.37,0.038475,0.07729,-0.06333,-0.088866,-0.099762,0.035228,0.06954,-0.067903,-0.103278,-0.13241,20260820_020202,1,NO
CMCSA_FQ2_2025,CMCSA,2025-07-31,2025-07-30,30.4592,0.045846,0.022462,0.001846,-0.010462,0.013539,0.054991,0.038852,0.008349,-0.01073,-0.006823,20260820_020202,1,NO
CMCSA_FQ4_2025,CMCSA,2026-01-29,2026-01-28,28.41,-0.027455,0.029215,0.041535,0.073566,0.143259,-0.024213,0.032198,0.048033,0.097224,0.161659,20260820_020202,1,NO
DELL_FQ1_2025,DELL,2025-05-29,2025-05-29,113.63,-0.010121,-0.020769,-0.015225,-0.015929,-0.002024,-0.008222,-0.019651,-0.025461,-0.021013,-0.025242,20260820_020202,1,NO
DELL_FQ3_2025,DELL,2025-11-25,2025-11-25,125.92,0.060832,0.058291,0.048999,0.061229,0.11682,0.056966,0.051387,0.041222,0.048089,0.098228,20260820_020202,1,NO
DELL_FQ4_2025,DELL,2026-02-26,2026-02-26,121.45,0.131083,0.219267,0.195389,0.206422,0.234335,0.140092,0.224069,0.208402,0.218014,0.268051,20260820_020202,1,NO
DAL_FQ1_2025,DAL,2025-04-09,2025-04-08,35.88,0.028707,0.233835,0.139353,0.13796,0.153846,0.058691,0.277654,0.15667,0.17981,0.157364,20260820_020202,1,NO
DAL_FQ2_2025,DAL,2025-07-10,2025-07-09,50.7,0.108481,0.119921,0.146154,0.095858,0.104142,0.113403,0.123436,0.152034,0.092311,0.0904,20260820_020202,1,NO
DAL_FQ3_2025,DAL,2025-10-09,2025-10-08,57.12,0.083684,0.042892,0.028011,0.080182,0.05042,0.082238,0.06992,0.041317,0.095856,0.049526,20260820_020202,1,NO
DAL_FQ4_2025,DAL,2026-01-13,2026-01-12,71.03,-0.04125,-0.023934,0.004364,-0.05026,-0.068844,-0.037257,-0.019018,0.007406,-0.038196,-0.071222,20260820_020202,1,NO
EXPE_FQ1_2025,EXPE,2025-05-08,2025-05-08,168.99,-0.097047,-0.072963,0.002249,-0.016451,-0.048938,-0.09956,-0.071689,-0.036296,-0.061402,-0.080846,20260820_020202,1,NO
EXPE_FQ1_2026,EXPE,2026-05-07,2026-05-07,252.79,-0.080225,-0.090233,-0.123858,-0.140907,-0.137149,-0.084804,-0.098489,-0.132879,-0.163584,-0.152377,20260820_020202,1,NO
EXPE_FQ2_2025,EXPE,2025-08-07,2025-08-07,187.61,0.127872,0.040776,0.083045,0.104419,0.094558,0.125009,0.032979,0.066532,0.084332,0.089338,20260820_020202,1,NO
EXPE_FQ4_2025,EXPE,2026-02-12,2026-02-12,227.24,-0.067066,-0.064117,-0.103195,-0.104559,-0.050827,-0.067682,-0.064822,-0.110563,-0.116537,-0.057756,20260820_020202,1,NO
GIS_FQ2_2026,GIS,2025-12-17,2025-12-16,47.02,0.020842,0.033815,0.017865,-0.008082,-0.011059,0.011608,0.026264,-0.002138,-0.036351,-0.02859,20260820_020202,1,NO
GIS_FQ3_2026,GIS,2026-03-18,2026-03-17,38.74,-0.002323,-0.029685,-0.044657,-0.050078,-0.039236,0.00442,-0.027221,-0.03551,-0.043108,-0.029877,20260820_020202,1,NO
GIS_FQ4_2026,GIS,2026-07-01,2026-06-30,34.8,0.083908,0.085345,0.037931,0.043966,0.06954,0.081709,0.086659,0.035316,0.035987,0.062889,20260820_020202,1,NO
JNJ_FQ1_2025,JNJ,2025-04-15,2025-04-14,154.36,0.008681,-0.004794,0.020148,0.021962,0.010041,0.019711,0.017434,0.064287,0.026035,-0.02145,20260820_020202,1,NO
JNJ_FQ2_2025,JNJ,2025-07-16,2025-07-15,155.17,0.033061,0.061932,0.054972,0.082232,0.083392,0.032772,0.055812,0.047683,0.066228,0.066988,20260820_020202,1,NO
JNJ_FQ3_2025,JNJ,2025-10-14,2025-10-13,190.9,0.010581,-0.000262,0.006391,0.014772,-0.003143,0.00365,-0.004701,0.003129,0.001091,-0.040638,20260820_020202,1,NO
KHC_FQ1_2025,KHC,2026-02-11,2026-02-10,24.9,-0.044177,0.003614,-0.004016,-0.038153,-0.013855,-0.047472,0.019063,0.009149,-0.027343,-0.010011,20260820_020202,1,NO
KHC_FQ1_2026,KHC,2026-05-06,2026-05-05,22.54,0.02795,0.023514,0.062999,0.036823,0.032831,0.026288,0.02658,0.055545,0.025268,0.022719,20260820_020202,1,NO
KHC_FQ4_2024,KHC,2025-02-12,2025-02-11,29.58,-0.069304,-0.032454,-0.022312,0.007099,0.035159,-0.07116,-0.043012,-0.035787,-0.004535,0.065506,20260820_020202,1,NO
LNVGY_FQ1_2026,LNVGY,2025-08-14,2025-08-14,27.4,0.04927,0.006934,0.020803,0.029562,0.064599,0.047658,0.009276,0.028773,0.044137,0.058443,20260820_020202,1,YES
LNVGY_FQ2_2026,LNVGY,2026-01-30,2026-01-30,22.61,-0.008846,0.031402,0.008403,0.068111,0.043786,-0.005392,0.026431,0.016756,0.070062,0.058555,20260820_020202,1,YES
LNVGY_FQ3_2026,LNVGY,2026-02-12,2026-02-12,22.96,0.025697,0.027875,0.039199,0.046603,0.079268,0.02508,0.02717,0.03183,0.034625,0.07234,20260820_020202,1,YES
LNVGY_FQ4_2026,LNVGY,2026-05-22,2026-05-22,40.17,0.170276,0.163306,0.262634,0.670401,0.565098,0.164416,0.156667,0.250617,0.6531,0.573708,20260820_020202,1,YES
LIN_FQ1_2026,LIN,2026-05-01,2026-04-30,501.14,0.00443,0.013529,-0.001696,-0.014547,0.020972,0.005235,0.017193,-0.019985,-0.038095,-0.004727,20260820_020202,1,NO
LIN_FQ2_2025,LIN,2025-08-01,2025-07-31,460.26,-0.004193,-0.001847,0.020814,0.019923,0.03774,-0.010547,-0.017047,0.003025,-0.004943,0.002804,20260820_020202,1,NO
LIN_FQ3_2025,LIN,2025-10-31,2025-10-30,429.91,-0.011421,-0.027006,-0.027843,-0.033937,-0.002954,-0.016714,-0.028882,-0.021275,-0.017678,0.011898,20260820_020202,1,NO
